no,Replicate,id,j,a,b,c,z,x1,x2,x3,E,y,
15,76,1,22511,0.93748,0.69966,0.12349,0.66362,47.49920,37.98630,14.93940,1497.24000,2030.16000,
16,76,1,23066,0.30497,0.88074,0.87229,-2.00805,22.19860,45.22950,44.89160,-989.53000,-672.42000,
17,76,1,25040,0.14030,0.47193,0.23562,-1.33716,15.61210,28.87720,19.42490,-325.92000,-116.49000,
18,76,1,25559,0.61615,0.68712,0.02185,-0.71215,34.64590,37.48470,10.87400,-854.82000,-455.01000,
19,76,1,27010,0.17022,0.98845,0.13249,0.09991,16.80890,49.53810,15.29980,28.23000,266.15000,
20,76,1,31321,0.77461,0.17102,0.84881,0.39420,40.98440,16.84080,43.95250,662.14000,1137.78000,
21,76,1,35752,0.69996,0.52849,0.42420,2.32192,37.99860,31.13950,26.96810,3352.60000,3795.70000,
22,76,1,38084,0.37877,0.80369,0.31638,0.19657,25.15080,42.14760,22.65530,124.34000,445.65000,
23,76,1,39336,0.24526,0.35525,0.30805,2.15017,19.81030,24.20990,22.32200,843.83000,1093.46000,
24,76,1,39452,0.75912,0.21471,0.53535,0.95642,40.36480,18.58860,31.41390,1558.31000,2016.96000,
25,76,1,39494,0.23951,0.55513,0.36142,0.83537,19.58040,32.20510,24.45680,320.27000,577.74000,
26,76,1,39922,0.01890,0.67551,0.42543,0.09613,10.75580,37.02040,27.01710,11.12000,187.72000,
27,76,1,40371,0.90063,0.74942,0.96854,1.67705,46.02510,39.97700,48.74150,3552.52000,4106.49000,
28,76,1,44701,0.34162,0.34382,0.38046,2.14520,23.66500,23.75280,25.21830,1201.38000,1492.00000,
29,76,1,44810,0.40585,0.26768,0.66079,-0.21867,26.23390,20.70720,36.43150,-150.49000,173.99000,
30,76,1,49253,0.91656,0.22683,0.99423,-1.12423,46.66230,19.07320,49.76910,-2447.87000,-1907.40000,
1,77,1,4133,0.22039,0.68800,0.01822,-1.69685,18.81560,37.52010,10.72890,-600.73000,-359.32000,
2,77,1,4506,0.38724,0.55968,0.73233,-0.11447,25.48960,32.38710,39.29340,-74.37000,257.21000,
3,77,1,4873,0.42883,0.52815,0.56624,1.01139,27.15330,31.12600,32.64950,745.70000,1086.01000,
4,77,1,11790,0.97821,0.51072,0.01675,0.40277,49.12850,30.42870,10.67000,972.14000,1509.53000,
5,77,1,11993,0.32320,0.54297,0.41310,-1.72551,22.92790,31.71900,26.52400,-907.08000,-614.56000,
6,77,1,13280,0.45683,0.12949,0.65329,0.26888,28.27320,15.17980,36.13150,214.93000,553.97000,
7,77,1,13957,0.63433,0.88018,0.62320,1.35104,35.37310,45.20710,34.92790,1690.50000,2129.37000,
8,77,1,14231,0.49283,0.83258,0.30262,2.05911,29.71300,43.30300,22.10480,1817.92000,2185.45000,
9,77,1,21917,0.66318,0.37094,0.93038,1.19621,36.52730,24.83770,47.21530,1596.04000,2038.36000,
10,77,1,22086,0.77734,0.29347,0.55848,-0.23653,41.09350,21.73880,32.33910,-399.42000,70.59000,
11,77,1,22181,0.30314,0.30414,0.80902,1.26901,22.12570,22.16560,42.36100,621.24000,912.02000,
12,77,1,23284,0.75557,0.55858,0.13118,-0.60444,40.22300,32.34320,15.24740,-977.91000,-523.09000,
13,77,1,24045,0.97030,0.14591,0.15335,-1.04297,48.81220,15.83620,16.13410,-2485.02000,-1959.92000,
14,77,1,25411,0.41830,0.73941,0.52809,0.52244,26.73200,39.57640,31.12360,373.34000,716.36000,
15,77,1,25971,0.71465,0.61158,0.19030,0.33006,38.58610,34.46340,17.61200,491.41000,934.35000,
16,77,1,28175,0.25979,0.28802,0.02757,2.62584,20.39160,21.52090,11.10280,1091.86000,1333.40000,
17,77,1,30128,0.88667,0.82900,0.08880,-0.73282,45.46690,43.15980,13.55190,-1514.91000,-998.53000,
18,77,1,32098,0.41071,0.16063,0.52035,1.05530,26.42850,16.42510,30.81410,737.09000,1053.61000,
19,77,1,33792,0.68657,0.78300,0.28270,-0.28761,37.46280,41.31980,21.30820,-403.66000,38.60000,
20,77,1,34391,0.09812,0.29236,0.10345,-0.94200,13.92470,21.69420,14.13800,-182.65000,-2.57000,
21,77,1,37911,0.56271,0.41747,0.80921,-1.55340,32.50830,26.69900,42.36830,-1641.62000,-1242.47000,
22,77,1,39853,0.14624,0.59225,0.85231,0.86158,15.84980,33.69020,44.09260,216.44000,457.72000,
23,77,1,40300,0.45289,0.78828,0.03609,0.33901,28.11570,41.53110,11.44340,267.98000,607.11000,
24,77,1,40356,0.98977,0.11879,0.25300,-1.79919,49.59090,14.75160,20.12000,-4424.67000,-3888.89000,
25,77,1,41302,0.35314,0.21407,0.36347,0.08769,24.12570,18.56280,24.53880,51.04000,340.40000,
26,77,1,42292,0.09413,0.28756,0.38211,0.88592,13.76510,21.50230,25.28430,167.86000,357.30000,
27,77,1,44323,0.19209,0.80311,0.56236,1.83360,17.68370,42.12460,32.49430,573.39000,829.85000,
28,77,1,46417,0.05730,0.24810,0.65721,-0.59170,12.29190,19.92380,36.28830,-89.40000,94.73000,
29,77,1,46505,0.38377,0.85289,0.69498,-1.20155,25.35090,44.11550,37.79900,-772.19000,-431.77000,
30,77,1,49364,0.87372,0.07549,0.33568,-0.00578,44.94860,13.01970,23.42710,-11.67000,479.26000,
1,78,1,196,0.46763,0.57207,0.97055,0.81440,28.70520,32.88270,48.82200,671.05000,1044.81000,
2,78,1,889,0.63775,0.56986,0.17460,0.38744,35.51010,32.79420,16.98410,488.55000,898.43000,
3,78,1,1665,0.68380,0.16377,0.12952,0.42034,37.35220,16.55070,15.18070,586.45000,996.70000,
4,78,1,9526,0.21977,0.52687,0.59307,-0.02912,18.79070,31.07470,33.72280,-10.28000,247.42000,
5,78,1,9879,0.01241,0.15443,0.74491,-1.29571,10.49660,16.17710,39.79630,-142.76000,23.18000,
6,78,1,10998,0.56602,0.76171,0.70670,-0.93165,32.64090,40.46830,38.26810,-992.60000,-582.46000,
7,78,1,11723,0.59731,0.53708,0.42397,-0.10631,33.89220,31.48300,26.95880,-122.12000,280.24000,
8,78,1,18820,0.84281,0.81602,0.56180,-0.06404,43.71250,42.64090,32.47200,-122.36000,394.88000,
9,78,1,19012,0.61991,0.50320,0.06979,0.49559,34.79620,30.12810,12.79150,600.05000,995.94000,
10,78,1,20443,0.24655,0.76771,0.15195,0.60864,19.86210,40.70850,16.07780,240.11000,500.52000,
11,78,1,21360,0.51163,0.75614,0.19623,0.41029,30.46520,40.24560,17.84930,380.80000,748.55000,
12,78,1,23307,0.40396,0.36104,0.37685,-1.24450,26.15830,24.44160,25.07390,-851.56000,-535.46000,
13,78,1,24243,0.74474,0.66009,0.56763,0.89745,39.78960,36.40370,32.70540,1420.85000,1892.86000,
14,78,1,25293,0.29441,0.01123,0.42507,-0.12446,21.77660,10.44920,27.00260,-59.02000,201.20000,
15,78,1,32144,0.51875,0.51769,0.08667,0.60977,30.75000,30.70770,13.46690,576.57000,933.25000,
16,78,1,32581,0.45612,0.63594,0.88543,-1.14501,28.24470,35.43770,45.41730,-913.44000,-545.14000,
17,78,1,32586,0.69469,0.66955,0.63690,1.03919,37.78760,36.78190,35.47580,1483.86000,1938.99000,
18,78,1,33884,0.85036,0.28329,0.05287,-1.84527,44.01430,21.33150,12.11490,-3574.75000,-3096.16000,
19,78,1,37254,0.69884,0.75680,0.15485,1.32016,37.95370,40.27180,16.19380,1901.67000,2342.67000,
20,78,1,38489,0.54945,0.82084,0.96702,0.06834,31.97800,42.83340,48.68090,69.89000,486.18000,
21,78,1,38499,0.62633,0.37406,0.41875,0.46734,35.05340,24.96220,26.75000,574.23000,981.48000,
22,78,1,39768,0.81374,0.68420,0.41767,-0.02713,42.54980,37.36780,26.70680,-49.12000,445.45000,
23,78,1,40164,0.33260,0.91012,0.53646,-0.14622,23.30390,46.40500,31.45850,-79.41000,236.49000,
24,78,1,41537,0.25018,0.29127,0.78009,1.95846,20.00710,21.65070,41.20370,783.94000,1051.87000,
25,78,1,42206,0.01481,0.99280,0.07187,0.39597,10.59240,49.71190,12.87470,44.43000,217.94000,
26,78,1,43368,0.98405,0.20843,0.63651,-0.41552,49.36220,18.33730,35.46040,-1012.47000,-460.05000,
27,78,1,44725,0.41297,0.47803,0.91692,-0.78432,26.51870,29.12120,46.67680,-551.57000,-205.58000,
28,78,1,48283,0.26621,0.62595,0.16042,-1.35144,20.64830,35.03810,16.41690,-576.19000,-313.25000,
29,78,1,48727,0.00073,0.50974,0.94341,0.22577,10.02920,30.38960,47.73630,22.71000,206.13000,
30,78,1,49046,0.20073,0.90911,0.47883,0.21322,18.02940,46.36430,29.15300,69.31000,330.12000,
1,79,1,487,0.47295,0.69833,0.12911,-0.74131,28.91790,37.93320,15.16440,-619.92000,-272.64000,
2,79,1,1892,0.50734,0.23490,0.47815,2.95442,30.29350,19.39590,29.12620,2711.25000,3067.71000,
3,79,1,1927,0.77229,0.35737,0.17308,-1.02920,40.89150,24.29470,16.92300,-1720.94000,-1265.81000,
4,79,1,3449,0.05880,0.90127,0.50920,-0.76438,12.35180,46.05070,30.36790,-116.62000,88.32000,
5,79,1,5297,0.20985,0.91934,0.28478,0.18721,18.39400,46.77350,21.39100,63.34000,320.45000,
6,79,1,10745,0.62047,0.35061,0.82296,-0.76445,34.81870,24.02420,42.91850,-926.77000,-506.64000,
7,79,1,10979,0.90800,0.05792,0.99047,-0.13490,46.32010,12.31680,49.61870,-289.43000,240.71000,
8,79,1,11586,0.33247,0.39894,0.09749,1.47102,23.29880,25.95750,13.89950,798.52000,1076.36000,
9,79,1,12410,0.11900,0.91466,0.15188,0.64745,14.76010,46.58650,16.07520,141.05000,356.32000,
10,79,1,17246,0.17280,0.69146,0.56483,-0.30716,16.91180,37.65850,32.59330,-87.85000,156.52000,
11,79,1,17324,0.16217,0.94113,0.84975,-0.90471,16.48670,47.64510,43.99010,-245.91000,15.59000,
12,79,1,17606,0.07615,0.17874,0.75483,-0.31207,13.04590,17.14980,40.19330,-53.11000,139.69000,
13,79,1,18014,0.73869,0.74367,0.38941,0.28826,39.54750,39.74680,25.57650,450.84000,916.64000,
14,79,1,24015,0.55162,0.03417,0.99885,0.00139,32.06490,11.36670,49.95400,1.43000,388.39000,
15,79,1,27527,0.66234,0.08159,0.80743,0.55912,36.49360,13.26350,42.29710,744.62000,1170.12000,
16,79,1,29395,0.64091,0.46629,0.91097,-1.44725,35.63650,28.65140,46.43860,-1837.95000,-1401.50000,
17,79,1,30422,0.77534,0.57583,0.70042,-1.40230,41.01340,33.03310,38.01690,-2358.82000,-1872.63000,
18,79,1,31743,0.55601,0.18923,0.71729,0.33084,32.24040,17.56900,38.69150,343.89000,727.56000,
19,79,1,32038,0.37444,0.88979,0.88363,1.30625,24.97750,45.59170,45.34540,814.93000,1160.65000,
20,79,1,32449,0.87955,0.46103,0.30486,-0.57999,45.18200,28.44130,22.19450,-1184.00000,-676.55000,
21,79,1,34583,0.08724,0.08786,0.31712,0.55894,13.48960,13.51450,22.68480,101.71000,277.81000,
22,79,1,35808,0.41321,0.42769,0.51304,0.17480,26.52840,27.10770,30.52170,123.01000,450.93000,
23,79,1,36413,0.93184,0.31125,0.35457,-0.51644,47.27380,22.44990,24.18280,-1154.14000,-629.77000,
24,79,1,38728,0.36940,0.56128,0.51777,0.78531,24.77600,32.45110,30.71060,482.06000,797.98000,
25,79,1,42734,0.19590,0.20716,0.81600,-0.08517,17.83600,18.28660,42.64000,-27.10000,217.19000,
26,79,1,42861,0.06789,0.02551,0.84690,0.42112,12.71550,11.02040,43.87600,68.09000,255.14000,
27,79,1,44326,0.66642,0.11303,0.33216,1.32934,36.65690,14.52110,23.28640,1786.27000,2195.65000,
28,79,1,47793,0.46419,0.70932,0.39176,0.64191,28.56750,38.37290,25.67060,523.87000,878.58000,
29,79,1,49161,0.34188,0.02618,0.28967,-0.24828,23.67520,11.04700,21.58700,-139.17000,135.22000,
30,79,1,49718,0.87161,0.96474,0.22263,0.74903,44.86450,48.58970,18.90510,1507.67000,2028.81000,
1,80,1,506,0.24766,0.45719,0.52549,-1.66677,19.90620,28.28740,31.01960,-660.47000,-397.10000,
2,80,1,8002,0.15320,0.26112,0.81462,-0.77075,16.12780,20.44500,42.58480,-200.48000,28.83000,
3,80,1,8066,0.75816,0.46604,0.13588,-1.50506,40.32630,28.64140,15.43510,-2447.53000,-1995.19000,
4,80,1,8199,0.83200,0.08500,0.51880,-1.06461,43.27990,13.40020,30.75210,-1994.18000,-1512.22000,
5,80,1,8423,0.87151,0.80623,0.43801,0.46135,44.86040,42.24910,27.52060,928.44000,1451.82000,
6,80,1,9600,0.91988,0.15357,0.44432,-0.45503,46.79500,16.14270,27.77300,-996.41000,-479.55000,
7,80,1,11268,0.56467,0.93791,0.24856,-0.32641,32.58660,47.51650,19.94220,-346.61000,51.72000,
8,80,1,13608,0.58298,0.34192,0.47957,0.75794,33.31920,23.67680,29.18300,841.44000,1232.49000,
9,80,1,14276,0.52072,0.51473,0.72876,-0.93437,30.82860,30.58940,39.15040,-888.03000,-505.01000,
10,80,1,15380,0.84170,0.32388,0.88831,-0.80426,43.66800,22.95500,45.53240,-1533.63000,-1023.46000,
11,80,1,22098,0.20376,0.08907,0.17579,0.80248,18.15020,13.56280,17.03180,264.36000,481.46000,
12,80,1,22506,0.33851,0.43211,0.16817,0.94040,23.54050,27.28430,16.72670,521.13000,805.54000,
13,80,1,26798,0.43929,0.81236,0.62942,2.33731,27.57160,42.49420,35.17680,1776.81000,2135.19000,
14,80,1,27603,0.98719,0.38006,0.60959,1.18235,49.48760,25.20220,34.38350,2895.60000,3455.06000,
15,80,1,28367,0.41905,0.27110,0.30081,0.88730,26.76190,20.84390,22.03230,635.48000,950.98000,
16,80,1,28425,0.74841,0.10815,0.86674,-1.05618,39.93620,14.32580,44.66960,-1684.51000,-1221.15000,
17,80,1,30787,0.27724,0.21632,0.54129,-1.15721,21.08960,18.65280,31.65170,-514.69000,-248.49000,
18,80,1,31071,0.34741,0.41797,0.57735,2.69751,23.89640,26.71890,33.09380,1540.39000,1844.16000,
19,80,1,32949,0.41449,0.69053,0.51003,0.11741,26.57950,37.62110,30.40130,82.94000,421.76000,
20,80,1,38652,0.19307,0.04076,0.89486,1.83590,17.72260,11.63030,45.79450,576.64000,816.29000,
21,80,1,40426,0.03885,0.17770,0.42116,1.18432,11.55390,17.10790,26.84650,158.10000,322.59000,
22,80,1,41915,0.71345,0.83738,0.19699,0.76053,38.53800,43.49520,17.87960,1129.53000,1581.28000,
23,80,1,42484,0.12658,0.38541,0.25607,-0.57885,15.06320,25.41650,20.24270,-131.34000,69.95000,
24,80,1,44169,0.46256,0.57346,0.11419,0.33806,28.50250,32.93830,14.56750,274.64000,612.17000,
25,80,1,44788,0.30783,0.70184,0.48641,0.61717,22.31320,38.07340,29.45650,307.28000,602.94000,
26,80,1,46039,0.66253,0.12419,0.97949,0.38234,36.50120,14.96760,49.17970,509.40000,943.56000,
27,80,1,46811,0.28353,0.49621,0.52553,1.27828,21.34120,29.84850,31.02110,582.19000,861.47000,
28,80,1,46855,0.77924,0.75864,0.22473,-0.05004,41.16950,40.34570,18.98910,-84.81000,391.22000,
29,80,1,49786,0.84636,0.11302,0.58348,1.00094,43.85440,14.52060,33.33930,1925.02000,2416.42000,
30,80,1,49867,0.78081,0.65039,0.19423,-0.93746,41.23250,36.01560,17.76900,-1593.80000,-1122.69000,
1,81,1,1586,0.35418,0.98518,0.63662,0.39606,24.16710,49.40700,35.46470,231.32000,562.86000,
2,81,1,3352,0.39613,0.74258,0.60246,2.85163,25.84510,39.70300,34.09840,1904.81000,2242.06000,
3,81,1,13819,0.35166,0.48216,0.36031,-0.69855,24.06620,29.28630,24.41250,-404.59000,-105.23000,
4,81,1,14297,0.66589,0.24316,0.79443,-0.30445,36.63580,19.72620,41.77710,-408.62000,24.24000,
5,81,1,14651,0.84947,0.65786,0.02327,0.72195,43.97900,36.31460,10.93070,1396.35000,1888.39000,
6,81,1,14809,0.14767,0.36984,0.59770,-2.47003,15.90670,24.79350,33.90810,-624.97000,-402.21000,
7,81,1,16697,0.21429,0.89409,0.80205,1.12163,18.57180,45.76340,42.08180,386.86000,665.43000,
8,81,1,17446,0.86181,0.36224,0.93256,-2.12003,44.47260,24.48970,47.30240,-4193.01000,-3671.50000,
9,81,1,17519,0.89797,0.06809,0.96230,-1.21077,45.91890,12.72340,48.49210,-2552.97000,-2027.57000,
10,81,1,20530,0.17071,0.66228,0.85033,0.10764,16.82860,36.49110,44.01320,30.48000,284.27000,
11,81,1,21131,0.30715,0.94095,0.99471,1.32205,22.28580,47.63810,49.78840,656.60000,981.89000,
12,81,1,21846,0.74217,0.69314,0.72571,-1.75677,39.68690,37.72550,39.02820,-2767.00000,-2288.38000,
13,81,1,25408,0.20132,0.23827,0.18798,0.44540,18.05290,19.53070,17.51930,145.16000,367.74000,
14,81,1,26602,0.61618,0.06303,0.99129,-1.66771,34.64740,12.52120,49.65140,-2001.98000,-1588.34000,
15,81,1,27057,0.57351,0.60991,0.89215,-1.07458,32.94040,34.39650,45.68600,-1165.99000,-751.51000,
16,81,1,29096,0.18184,0.06928,0.35998,0.61314,17.27340,12.77120,24.39910,182.94000,397.85000,
17,81,1,29649,0.32141,0.02046,0.98117,-1.47144,22.85630,10.81830,49.24680,-768.70000,-475.07000,
18,81,1,30538,0.09263,0.06374,0.25652,0.46164,13.70510,12.54950,20.26060,86.71000,261.57000,
19,81,1,30810,0.14106,0.49266,0.23068,1.10292,15.64240,29.70640,19.22710,269.87000,480.23000,
20,81,1,33132,0.22656,0.20421,0.70388,-0.35051,19.06250,18.16840,38.15510,-127.37000,124.58000,
21,81,1,33636,0.96493,0.51273,0.53980,0.30171,48.59710,30.50930,31.59210,712.53000,1265.60000,
22,81,1,34343,0.25479,0.31440,0.00700,0.32115,20.19160,22.57620,10.27990,130.93000,370.71000,
23,81,1,36774,0.41359,0.82809,0.02891,-0.44672,26.54350,43.12350,11.15650,-314.74000,9.98000,
24,81,1,39607,0.24945,0.69068,0.96435,-0.01731,19.97780,37.62700,48.57410,-6.91000,284.07000,
25,81,1,39698,0.52026,0.68220,0.98155,-0.07840,30.81030,37.28780,49.26190,-74.42000,325.23000,
26,81,1,44558,0.42265,0.33007,0.09718,-0.46930,26.90600,23.20280,13.88740,-339.74000,-28.59000,
27,81,1,45211,0.35567,0.32683,0.09408,1.33682,24.22690,23.07340,13.76310,784.64000,1068.75000,
28,81,1,45699,0.66502,0.30958,0.92044,0.17283,36.60070,22.38310,46.81780,231.52000,671.73000,
29,81,1,47124,0.18207,0.84033,0.32104,0.91738,17.28300,43.61330,22.84140,274.02000,518.31000,
30,81,1,48390,0.48423,0.35645,0.63428,0.37266,29.36910,24.25810,35.37120,321.44000,679.76000,
1,82,1,610,0.76904,0.14635,0.18088,0.20308,40.76150,15.85410,17.23530,337.42000,783.12000,
2,82,1,2651,0.44797,0.78562,0.74023,-1.47153,27.91880,41.42460,39.60920,-1146.99000,-781.77000,
3,82,1,3031,0.15745,0.75473,0.18638,-0.90735,16.29790,40.18910,17.45530,-241.01000,-15.39000,
4,82,1,3657,0.15947,0.10646,0.80300,-1.04684,16.37900,14.25860,42.12020,-280.84000,-55.67000,
5,82,1,3732,0.94322,0.64231,0.68024,0.60764,47.72860,35.69230,37.20970,1384.21000,1939.40000,
6,82,1,4713,0.94797,0.74992,0.91380,0.39170,47.91900,39.99660,46.55220,899.43000,1470.16000,
7,82,1,5777,0.14719,0.26761,0.61203,0.42357,15.88740,20.70460,34.48140,106.91000,325.97000,
8,82,1,6889,0.53646,0.64672,0.17897,1.30621,31.45830,35.86890,17.15890,1292.66000,1665.27000,
9,82,1,7812,0.29001,0.94145,0.13736,0.73846,21.60040,47.65790,15.49430,344.55000,628.71000,
10,82,1,13126,0.45758,0.74395,0.58762,0.37201,28.30330,39.75810,33.50470,298.01000,659.31000,
11,82,1,14669,0.58856,0.27756,0.00578,1.85210,33.54250,21.10260,10.23110,2083.79000,2455.55000,
12,82,1,15256,0.54803,0.37032,0.01712,-0.55525,31.92130,24.81260,10.68470,-565.78000,-206.07000,
13,82,1,18614,0.95449,0.30291,0.57849,-1.52201,48.17970,22.11640,33.13960,-3533.01000,-2990.96000,
14,82,1,18637,0.28204,0.50579,0.54981,0.24660,21.28150,30.23140,31.99260,111.68000,391.72000,
15,82,1,19422,0.25108,0.80358,0.09908,1.64754,20.04300,42.14310,13.96320,661.85000,923.39000,
16,82,1,19680,0.52283,0.35383,0.92350,0.77789,30.91330,24.15310,46.93990,743.38000,1128.61000,
17,82,1,23929,0.95869,0.23510,0.44439,-1.16974,48.34750,19.40390,27.77560,-2734.25000,-2198.59000,
18,82,1,30189,0.93547,0.52101,0.26853,-0.14030,47.41890,30.84050,20.74140,-315.47000,215.30000,
19,82,1,30986,0.35965,0.38686,0.56418,0.22153,24.38600,25.47430,32.56710,131.74000,438.64000,
20,82,1,31447,0.85468,0.43221,0.47926,1.58781,44.18710,27.28850,29.17030,3100.21000,3603.54000,
21,82,1,34546,0.62135,0.63960,0.96671,-0.18519,34.85410,35.58390,48.66860,-224.97000,212.83000,
22,82,1,37428,0.85189,0.47636,0.61025,0.46690,44.07560,29.05450,34.40980,907.03000,1416.25000,
23,82,1,40861,0.28879,0.59447,0.66242,-0.56976,21.55150,33.77880,36.49660,-264.64000,26.15000,
24,82,1,44375,0.48717,0.38491,0.15399,-1.11091,29.48690,25.39640,16.15950,-965.91000,-624.48000,
25,82,1,44412,0.57722,0.34536,0.02775,-0.16443,33.08900,23.81440,11.11010,-180.03000,190.78000,
26,82,1,45562,0.88265,0.93666,0.57925,-0.06166,45.30620,47.46650,33.17020,-126.56000,412.14000,
27,82,1,46530,0.97302,0.62168,0.63590,-0.28386,48.92080,34.86730,35.43600,-679.35000,-114.84000,
28,82,1,47875,0.77040,0.24988,0.49011,0.26628,40.81600,19.99510,29.60440,443.61000,906.37000,
29,82,1,48325,0.84226,0.14107,0.74443,-1.58358,43.69040,15.64280,39.77700,-3022.81000,-2525.48000,
30,82,1,49492,0.57183,0.55299,0.76628,0.17912,32.87330,32.11960,40.65120,193.57000,600.07000,
1,83,1,1688,0.22324,0.08012,0.24329,-1.40434,18.92970,13.20470,19.73170,-503.22000,-275.99000,
2,83,1,1997,0.27512,0.00818,0.75581,-0.39648,21.00460,10.32700,40.23230,-174.93000,90.68000,
3,83,1,3948,0.19949,0.39907,0.94442,-0.14829,17.97960,25.96280,47.77680,-47.94000,210.60000,
4,83,1,4533,0.04779,0.75499,0.02111,0.31810,11.91150,40.19980,10.84440,45.13000,220.29000,
5,83,1,4794,0.69560,0.16037,0.58049,0.52046,37.82400,16.41500,33.21960,744.60000,1177.48000,
6,83,1,5547,0.00905,0.65597,0.43187,-0.53838,10.36180,36.23880,27.27480,-57.80000,114.33000,
7,83,1,7259,0.14506,0.13029,0.62555,0.07209,15.80240,15.21170,35.02210,18.00000,231.26000,
8,83,1,9184,0.39342,0.43008,0.58840,0.50740,25.73690,27.20310,33.53590,336.10000,659.21000,
9,83,1,11336,0.19944,0.90962,0.75769,-0.70502,17.97770,46.38480,40.30750,-227.86000,43.61000,
10,83,1,11643,0.16806,0.65785,0.16151,-0.30803,16.72230,36.31390,16.46040,-86.14000,138.86000,
11,83,1,12747,0.91254,0.29237,0.01956,-1.62829,46.50160,21.69470,10.78260,-3521.00000,-3018.51000,
12,83,1,16983,0.62364,0.59168,0.55068,1.05022,34.94550,33.66720,32.02700,1282.51000,1702.66000,
13,83,1,17963,0.03567,0.81396,0.51041,-0.75982,11.42670,42.55820,30.41650,-99.21000,93.03000,
14,83,1,18835,0.51207,0.09691,0.47833,0.27665,30.48280,13.87640,29.13310,257.06000,609.90000,
15,83,1,20469,0.99567,0.11449,0.55426,1.43121,49.82700,14.57960,32.17020,3553.30000,4103.32000,
16,83,1,20644,0.38764,0.03621,0.84181,-0.53641,25.50560,11.44850,43.67250,-348.96000,-33.78000,
17,83,1,20651,0.62088,0.18275,0.96522,-0.58618,34.83510,17.31000,48.60890,-711.32000,-292.05000,
18,83,1,23151,0.73600,0.10396,0.40869,0.42287,39.44020,14.15860,26.34770,657.79000,1097.70000,
19,83,1,24003,0.03436,0.43613,0.64812,-1.08478,11.37430,27.44540,35.92490,-140.34000,41.77000,
20,83,1,25516,0.37094,0.31081,0.75007,0.19661,24.83750,22.43250,40.00280,121.29000,437.10000,
21,83,1,30948,0.96179,0.19645,0.21869,0.74600,48.47170,17.85790,18.74740,1752.74000,2279.06000,
22,83,1,33209,0.18860,0.25501,0.12113,0.77326,17.54390,20.20060,14.84530,238.00000,453.48000,
23,83,1,33410,0.82100,0.97896,0.68530,-0.49104,42.84000,49.15850,37.41190,-901.20000,-381.23000,
24,83,1,35325,0.89455,0.75913,0.88901,0.23532,45.78190,40.36520,45.56040,493.22000,1041.97000,
25,83,1,36609,0.14636,0.58982,0.33709,1.31848,15.85440,33.59270,23.48370,331.41000,552.03000,
26,83,1,41512,0.85915,0.73297,0.79048,-0.28751,44.36610,39.31870,41.61910,-565.93000,-36.33000,
27,83,1,41655,0.68637,0.86772,0.94810,1.18279,37.45490,44.70890,47.92390,1659.29000,2131.48000,
28,83,1,43483,0.18080,0.17470,0.68470,-0.93056,17.23190,16.98810,37.38800,-276.32000,-44.62000,
29,83,1,46314,0.08864,0.01919,0.31962,0.54017,13.54560,10.76770,22.78460,99.11000,273.12000,
30,83,1,48445,0.34292,0.34808,0.53777,0.98540,23.71680,23.92310,31.51070,554.27000,851.87000,
1,84,1,320,0.68537,0.62177,0.61717,-0.01143,37.41490,34.87080,34.68700,-16.00000,432.71000,
2,84,1,5826,0.52330,0.78320,0.71100,-1.41873,30.93210,41.32800,38.44000,-1357.43000,-963.34000,
3,84,1,6080,0.75447,0.90365,0.58589,0.75295,40.17890,46.14610,33.43560,1215.52000,1701.89000,
4,84,1,6136,0.55913,0.09953,0.39261,0.36714,32.36510,13.98110,25.70440,384.58000,752.92000,
5,84,1,8768,0.88867,0.19161,0.19726,0.18852,45.54680,17.66440,17.89030,391.09000,887.11000,
6,84,1,11800,0.93098,0.66628,0.16682,-0.47077,47.23910,36.65100,16.67290,-1050.53000,-519.81000,
7,84,1,11951,0.87119,0.51185,0.81212,-0.89065,44.84780,30.47400,42.48470,-1791.39000,-1264.95000,
8,84,1,12136,0.81076,0.41874,0.86667,-0.56528,42.43040,26.74970,44.66670,-1017.69000,-516.97000,
9,84,1,15864,0.41121,0.27797,0.27625,-1.68686,26.44850,21.11870,21.04990,-1180.00000,-868.35000,
10,84,1,17669,0.23434,0.12834,0.16661,-0.16263,19.37350,15.13360,16.66430,-61.04000,169.49000,
11,84,1,19931,0.36409,0.27439,0.49081,-0.95633,24.56340,20.97560,29.63220,-577.01000,-275.77000,
12,84,1,21321,0.79443,0.13156,0.80893,0.46107,41.77730,15.26250,42.35720,804.73000,1285.12000,
13,84,1,21618,0.93367,0.88814,0.95189,0.63384,47.34690,45.52560,48.07540,1420.89000,1992.96000,
14,84,1,22645,0.87901,0.12547,0.93898,-0.44358,45.16050,15.01880,47.55920,-904.67000,-385.49000,
15,84,1,25648,0.29295,0.29792,0.43272,0.81032,21.71820,21.91690,27.30870,382.21000,653.62000,
16,84,1,28164,0.39565,0.66649,0.60853,2.25292,25.82610,36.65970,34.34110,1502.66000,1836.92000,
17,84,1,29965,0.63632,0.19711,0.88101,-0.57109,35.45300,17.88430,45.24030,-717.81000,-295.15000,
18,84,1,30511,0.41429,0.43710,0.16238,0.06384,26.57170,27.48400,16.49510,45.07000,359.77000,
19,84,1,32956,0.39567,0.73757,0.77783,-1.78166,25.82670,39.50270,41.11320,-1188.40000,-844.52000,
20,84,1,33188,0.77208,0.38549,0.61921,-1.50739,40.88310,25.41970,34.76820,-2519.50000,-2045.48000,
